"1015 Grill","1015 W Colorado Ave","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"2000 Wok","115 E Fillmore St","Colorado Springs","CO",80907,"El Paso",,2147483647,,"J Gerard","Principal",,4,103000,"Eating and Drinking Establishm",23,"Eating Places",
"2575 Montebello Drive LLC","18 Heather Dr","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"3 Jaritas","4608 Rusina Rd","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7192666860,"Florencio Baldobinos","Manager",,17,576800,"Eating and Drinking Establishm",23,"Eating Places",
"3 Margaritas","310 S Academy Blvd","Colorado Springs","CO",80910,"El Paso","male",2147483647,7195961074,"Jose Gonzalez","Owner","www.3margaritas.com",25,617500,"Eating and Drinking Establishm",23,"Eating Places",
"3 Margaritas","6385 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Manuel Gonzales","Owner",,4,104000,"Eating and Drinking Establishm",23,"Eating Places",
"A Flavor Of NY","1014 S 21st St # B","Colorado Springs","CO",80904,"El Paso","Female",2147483647,7194714901,"M Kroenung","Owner",,1,39200,"Eating and Drinking Establishm",23,"Eating Places",
"A New Taste Sensation","1710 Briargate Blvd","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,9,396000,"Eating and Drinking Establishm",23,"Eating Places",
"A Piece Of Cake Catering","4868 Galley Rd","Colorado Springs","CO",80915,"El Paso","female",2147483647,,"Diane Staritzky","Owner",,5,83200,"Eating and Drinking Establishm",23,"Eating Places",
"A Resource Unlimited Inc","7360 River Bend Rd","Colorado Springs","CO",80911,"El Paso","female",2147483647,,"Linda Inman","President",,2,53530,"Eating and Drinking Establishm",23,"Eating Places",
"A Taste of India","117 E Bijou St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"A/Z Caribbean Restaurant","3016 S Academy Blvd","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,12,408000,"Eating and Drinking Establishm",23,"Eating Places",
"Academy Philly Cheese Steak","3552 N Academy Blvd","Colorado Springs","CO",80917,"El Paso",,2147483647,,,,,6,384000,"Eating and Drinking Establishm",23,"Eating Places",
"Adventures In Barbecue","114 S Sierra Madre St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Kelly Davis","Owner",,3,115200,"Eating and Drinking Establishm",23,"Eating Places",
"Ai Sushi","6552 S Academy Blvd","Colorado Springs","CO",80906,"El Paso",,2147483647,,"Siyeon Kim","Owner",,14,468000,"Eating and Drinking Establishm",23,"Eating Places",
"Ai Sushi & Grill","4655 Centennial Blvd","Colorado Springs","CO",80919,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Aikan","903 S 8th St","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Donald Louie","Owner",,4,75750,"Eating and Drinking Establishm",23,"Eating Places",
"Air Host of Colorado Springs","7770 E Drennan Rd Ste 54","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Airnastics","P.O. BOX 63496","Colorado Springs","CO",80962,"El Paso","male",2147483647,,"Jorge Jirikils","Owner",,13,927000,"Eating and Drinking Establishm",23,"Eating Places",
"Akasaka","4737 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","female",2147483647,,"Sarah Cho","President",,5,148500,"Eating and Drinking Establishm",23,"Eating Places",
"Akasaka Japanese Restaurant","4737 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Sarah Cho","Owner",,4,161600,"Eating and Drinking Establishm",23,"Eating Places","scho111@msn.com"
"Alamo Steakhouse & Grill","1855 Aeroplaza Dr","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Jim Oconnell","Owner",,42,928200,"Eating and Drinking Establishm",23,"Eating Places",
"Albertaco's","4494 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,1,39600,"Eating and Drinking Establishm",23,"Eating Places",
"Albertaco's","6984 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Leni Alimin","Manager",,13,412000,"Eating and Drinking Establishm",23,"Eating Places",
"Albertaco's Mexican Food","5710 S Us Highway 85-87","Colorado Springs","CO",80911,"El Paso",,2147483647,,,,,9,323200,"Eating and Drinking Establishm",23,"Eating Places",
"Albertacos","4494 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Albertacos Mexican Food","5710 S Hgwy 85","Colorado Springs","CO",80911,"El Paso",,2147483647,,"Alaro Babl","Owner",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Alberts Tacos","6984 N Academy Blvd 333","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Alfonso S Mexican Restaurant","1022 S 21st St","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Alfonso's Mexican Food","1022 S 21st St","Colorado Springs","CO",80904,"El Paso","Female",2147483647,,"Lorena Luna","Owner",,2,80800,"Eating and Drinking Establishm",23,"Eating Places",
"Alfonso's Mexican Food","2704 E Fountain Blvd","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Filiberto Gurrola","Owner",,3,115200,"Eating and Drinking Establishm",23,"Eating Places",
"All American Ice Cream","7547 N Academy Blvd","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"All American Sports Cafe","12225 Voyager Pkwy","Colorado Springs","CO",80921,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Alpenrose","6865 S Hghway85/87","Colorado Springs","CO",80911,"El Paso","Female",2147483647,,"Linda Outlaw","Owner",,5,204000,"Eating and Drinking Establishm",23,"Eating Places",
"Alpine Chef","P.O. BOX 6126","Colorado Springs","CO",80934,"El Paso","male",2147483647,,"Peter Aiello","President",,5,184300,"Eating and Drinking Establishm",23,"Eating Places",
"Alpine Chef Inc","2201 Hagerman St","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7194713665,"Peter Aiello","Owner","www.alpinechef.com",12,582000,"Eating and Drinking Establishm",23,"Eating Places",
"Amanda's Fonda","3625 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196340885,"Mark Burr","Owner",,42,1632000,"Eating and Drinking Establishm",23,"Eating Places",
"Ambassadors Restaurant Guide","6510 Vincent Dr","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Ambrosia Cafe","1616 S 8th St","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"American Culinary Federation","444 W San Rafael St","Colorado Springs","CO",80905,"El Paso","male",2147483647,,"Jacquelyne Hamilton","President",,5,124800,"Eating and Drinking Establishm",23,"Eating Places",
"American Pie Pizza Co","2322 Vickers Dr","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Steve Reed","Manager",,12,514800,"Eating and Drinking Establishm",23,"Eating Places",
"American Pie Pizza Co Inc","2322 Vickers Dr","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Brian Ebmeyer","President",,18,431200,"Eating and Drinking Establishm",23,"Eating Places",
"Annette Trefz","8310 Snapdragon Dr","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Antlers Hilton","4 S Cascade Ave","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7196306222,"Larry Vitagliano","VP","www.antlers.com",220,14847000,"Eating and Drinking Establishm",23,"Eating Places",
"Antonio's Italiano Ristorante","4475 Northpark Dr","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7195315622,"John Miller","Owner",,29,1188000,"Eating and Drinking Establishm",23,"Eating Places",
"Antonios","4415 Valencia Cir","Colorado Springs","CO",80917,"El Paso","male",2147483647,,"Albert Inzinna","President",,44,792000,"Eating and Drinking Establishm",23,"Eating Places",
"Antonios Italian Restaurant","301 Garden of Gods Rd","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Al Invinna","Owner",,27,669300,"Eating and Drinking Establishm",23,"Eating Places",
"Appetite Express","4664 Sleepy Hollow Cir N","Colorado Springs","CO",80917,"El Paso","male",2147483647,,"Eric Entrup","Owner",,3,20600,"Eating and Drinking Establishm",23,"Eating Places",
"Applebee's Neighborhood Grill","3708 Galley Rd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195745005,"James Hollis","Manager","www.applebees.com",18,784000,"Eating and Drinking Establishm",23,"Eating Places",
"Applebee's Neighborhood Grill","495 Garden Of The Gods Rd","Colorado Springs","CO",80907,"El Paso","Female",2147483647,7192655028,"Lynn Nichols","Manager",,34,1386000,"Eating and Drinking Establishm",23,"Eating Places",
"Applebee's Neighborhood Grill","7625 Goddard St","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7195350913,"Kevin Egloff","Manager",,41,1707200,"Eating and Drinking Establishm",23,"Eating Places",
"Applebees","3708 Galley Rd","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Jerry Ehnann","General Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Applebees","7625 Goddard St","Colorado Springs","CO",80920,"El Paso",,2147483647,,"Lynn Nichols","Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Aramark","9930 Federal Dr","Colorado Springs","CO",80921,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","1312 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195747782,"Grady Harris","Manager",,22,910800,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","1590 Briargate Blvd","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7192641576,"Steve Abatya","Manager",,16,571200,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","1680 E Cheyenne Mountain Blvd","Colorado Springs","CO",80906,"El Paso",,2147483647,7195790536,,,,20,700400,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","318 N Wahsatch Ave","Colorado Springs","CO",80903,"El Paso","Female",2147483647,7195774101,"Lakisha Coe","Manager",,14,594000,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","328 E Fillmore St","Colorado Springs","CO",80907,"El Paso","Female",2147483647,7196363086,"Dianne Huley","Manager",,20,665600,"Eating and Drinking Establishm",23,"Eating Places",
"Arby's","3659 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso",,2147483647,7195995112,,,,4,307200,"Eating and Drinking Establishm",23,"Eating Places",
