"Marigold Cafe & Bakery","4605 Centennial Blvd","Colorado Springs","CO",80919,"El Paso","Female",2147483647,7192629521,"Elaine Chavanon","Owner",,58,2352000,"Eating and Drinking Establishm",23,"Eating Places",
"Marvincci's Supper Club","123 E Pikes Peak Ave","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7196340296,"Mario Barbish","Owner","www.marvinccis.com",20,700400,"Eating and Drinking Establishm",23,"Eating Places","Mario@marvinccis.com"
"Marvinchie Italian Design","22 Sea Hero Ter","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Mario Barbish","Chief Executive Officer",,2,50880,"Eating and Drinking Establishm",23,"Eating Places",
"Mason Jar","2925 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196320392,"Stan Wolf","Owner",,88,3528000,"Eating and Drinking Establishm",23,"Eating Places",
"Mason Jar A Family Rest Ltd","2925 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","male",2147483647,,"Stan Wolf","Partner",,68,1470000,"Eating and Drinking Establishm",23,"Eating Places",
"Mataam Fez Moroccan Restaurant","101 N Tejon St","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Kay Yeagley","President",,12,339500,"Eating and Drinking Establishm",23,"Eating Places",
"Mazatlan Mexican Resturant","1899 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Armando Lopez","Manager",,8,181800,"Eating and Drinking Establishm",23,"Eating Places",
"Mc Donald's","1090 S Circle Dr","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,29,1188000,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
"Mc Donald's","1244 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195961977,"Wayne Olson","Manager",,43,1648000,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
"Mc Donald's","1575 Space Center Dr","Colorado Springs","CO",80915,"El Paso","Male",2147483647,,"Steve Bigari","Owner",,9,465600,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
"Mc Donald's","1710 Briargate Blvd # 459","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7192658177,"Tracia Elliott","Manager","www.mcdonalds.com",20,734400,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
"Mc Donald's","1824 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","Female",2147483647,7193938074,"Angie Learned","Manager",,41,1728000,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
"Mc Donald's","207 N Wahsatch Ave","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Anita Preston","Manager","www.mcdonalds.com",48,1854000,"Eating and Drinking Establishm",23,"Eating Places","SteveB@mcdonalds.com"
